Identifier,Crime Type,Date/Time,Address,Agency
13075426,Breaking & Entering,11/30/13 17:41,1400 Block EDINBURGH ST,San Mateo Police Department
201302710,Theft,11/1/13 0:00,1300 Block BURLINGAME AV,Burlingame Police Department
13068829,Theft from Vehicle,10/31/13 19:57,1 Block BOVET RD,San Mateo Police Department
13068748,Theft,10/31/13 13:42,1100 Block HADDON DR,San Mateo Police Department
13068688,Theft,10/31/13 8:27,500 Block S EL CAMINO REAL,San Mateo Police Department
13068631,Theft from Vehicle,10/30/13 22:31,1 Block AV &S EL CAMINO REAL,San Mateo Police Department
13068571,Breaking & Entering,10/30/13 18:23,700 Block N AMPHLETT BLVD,San Mateo Police Department
86332/AR,Theft,10/30/13 11:30,900 Block ALAMEDA DE LAS PULGAS,San Mateo Police Department
13068466,Theft,10/30/13 11:17,1000 Block SHOAL DR,San Mateo Police Department
13068432,Theft,10/30/13 8:30,900 Block ALAMEDA DE LAS PULGAS,San Mateo Police Department
13068423,Theft,10/30/13 7:51,4000 Block PACIFIC BLVD,San Mateo Police Department
201302694,Theft,10/30/13 0:00,700 Block BURLINGAME AV,Burlingame Police Department
13068371,Theft from Vehicle,10/29/13 22:19,100 Block E 25TH AV,San Mateo Police Department
13068325,Theft,10/29/13 19:36,400 Block N IDAHO ST,San Mateo Police Department
13068310,Theft,10/29/13 18:01,1100 Block BIRCH AV,San Mateo Police Department
13068290,Theft from Vehicle,10/29/13 16:15,700 Block N AMPHLETT BLVD,San Mateo Police Department
13068272,Theft,10/29/13 14:41,500 Block S EL CAMINO REAL,San Mateo Police Department
13068246,Theft,10/29/13 12:21,1700 Block S AMPHLETT BLVD,San Mateo Police Department
13068191,Theft,10/29/13 7:20,2700 Block S NORFOLK ST,San Mateo Police Department
13068095,Theft of Vehicle,10/28/13 18:46,100 Block SYCAMORE AV,San Mateo Police Department
13068093,Breaking & Entering,10/28/13 18:28,2200 Block S DELAWARE ST,San Mateo Police Department
13068085,Theft,10/28/13 17:56,400 Block E SANTA INEZ AV,San Mateo Police Department
13068061,Theft,10/28/13 16:28,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13068023,Theft,10/28/13 14:05,700 Block N SAN MATEO DR,San Mateo Police Department
13068020,Theft,10/28/13 13:55,1700 Block LESLIE ST,San Mateo Police Department
13067966,Theft,10/28/13 10:27,1 Block S HUMBOLDT ST,San Mateo Police Department
13067965,Breaking & Entering,10/28/13 10:25,1600 Block S EL CAMINO REAL,San Mateo Police Department
13067959,Theft,10/28/13 10:09,100 Block S B ST,San Mateo Police Department
13067956,Theft,10/28/13 9:59,1 Block MC AKER CT,San Mateo Police Department
13067952,Theft,10/28/13 9:50,1 Block AV &S SAN MATEO DR,San Mateo Police Department
13067947,Theft,10/28/13 9:37,200 Block AMHERST AV,San Mateo Police Department
13067939,Theft,10/28/13 9:14,2900 Block S NORFOLK ST,San Mateo Police Department
13067933,Theft,10/28/13 8:56,100 Block W 3RD AV,San Mateo Police Department
13067932,Theft,10/28/13 8:54,400 Block STUDIO CR,San Mateo Police Department
13067924,Breaking & Entering,10/28/13 7:57,200 Block TILTON AV,San Mateo Police Department
86313/AR,Theft,10/28/13 7:30,2000 Block CHESS DR,San Mateo Police Department
13067909,Theft,10/28/13 1:38,200 Block E 4TH AV,San Mateo Police Department
13067886,Theft,10/27/13 23:53,200 Block E 4TH AV,San Mateo Police Department
13067829,Theft from Vehicle,10/27/13 18:29,200 Block N CLAREMONT ST,San Mateo Police Department
13067809,Theft,10/27/13 15:39,500 Block E 3RD AV,San Mateo Police Department
13067756,Theft,10/27/13 8:51,700 Block LAUREL AV,San Mateo Police Department
13067694,Theft from Vehicle,10/26/13 23:37,300 Block 2ND AV,San Mateo Police Department
13067606,Theft,10/26/13 17:17,400 Block 23RD AV,San Mateo Police Department
201302666,Theft,10/26/13 0:00,1400 Block BELLEVUE AV,Burlingame Police Department
13067449,Theft,10/25/13 21:49,1700 Block S DELAWARE ST,San Mateo Police Department
13067426,Robbery,10/25/13 20:21,2400 Block S DELAWARE ST,San Mateo Police Department
13067341,Theft,10/25/13 13:51,1300 Block S B ST,San Mateo Police Department
13067186,Sexual Assault,10/24/13 19:57,400 Block E HILLSDALE BLVD,San Mateo Police Department
13067112,Theft from Vehicle,10/24/13 14:23,1 Block AV &S RAILROAD AV,San Mateo Police Department
13067100,Theft,10/24/13 13:24,1700 Block S DELAWARE ST,San Mateo Police Department
13067096,Theft,10/24/13 12:51,700 Block S ELDORADO ST,San Mateo Police Department
13067086,Theft,10/24/13 12:05,3000 Block BRIDGEPOINTE PKY,San Mateo Police Department
13067044,Theft of Vehicle,10/24/13 8:33,S NORFOLK ST &SHOREVIEW AV,San Mateo Police Department
13066842,Theft,10/23/13 14:22,1800 Block S NORFOLK ST,San Mateo Police Department
13066835,Theft,10/23/13 13:30,E SAILER DR,San Mateo Police Department
13066812,Theft,10/23/13 11:41,300 Block PARROTT DR,San Mateo Police Department
13066789,Theft,10/23/13 10:33,1600 Block E 3RD AV,San Mateo Police Department
13066657,Theft,10/22/13 19:18,1700 Block PIERCE ST,San Mateo Police Department
13066641,Theft,10/22/13 18:23,1700 Block PIERCE ST,San Mateo Police Department
13066586,Theft,10/22/13 13:56,1700 Block EISENHOWER ST,San Mateo Police Department
13066562,Breaking & Entering,10/22/13 11:56,1 Block N IDAHO ST,San Mateo Police Department
13066534,Breaking & Entering,10/22/13 8:48,1500 Block LAGO ST,San Mateo Police Department
13066439,Robbery,10/21/13 19:42,3100 Block CAMPUS DR,San Mateo Police Department
13066388,Sexual Assault,10/21/13 15:54,900 Block OCEAN VIEW AV,San Mateo Police Department
13066367,Theft,10/21/13 14:17,E SAILER DR,San Mateo Police Department
13066324,Theft,10/21/13 10:49,1000 Block 10TH AV,San Mateo Police Department
13066307,Theft,10/21/13 9:36,E SAILER DR,San Mateo Police Department
13066301,Theft,10/21/13 9:02,1800 Block S NORFOLK ST,San Mateo Police Department
13066293,Theft,10/21/13 8:21,400 Block 1ST AV,San Mateo Police Department
13066209,Theft,10/20/13 18:48,E SAILER DR,San Mateo Police Department
13066190,Theft,10/20/13 17:08,100 Block E 3RD AV,San Mateo Police Department
13066177,Theft,10/20/13 16:20,E SAILER DR,San Mateo Police Department
13066148,Theft from Vehicle,10/20/13 13:42,300 Block S ELLSWORTH AV,San Mateo Police Department
13066139,Theft,10/20/13 12:51,600 Block CONCAR DR,San Mateo Police Department
13066122,Theft,10/20/13 11:28,1 Block W 5TH AV,San Mateo Police Department
13066008,Theft from Vehicle,10/19/13 21:01,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13065968,Theft,10/19/13 18:12,800 Block N DELAWARE ST,San Mateo Police Department
13065931,Theft,10/19/13 14:49,1700 Block S DELAWARE ST,San Mateo Police Department
13065903,Theft,10/19/13 11:58,400 Block 1ST AV,San Mateo Police Department
13065895,Theft,10/19/13 11:37,700 Block LAUREL AV,San Mateo Police Department
13065839,Assault,10/19/13 1:14,300 Block N ELLSWORTH AV,San Mateo Police Department
13065677,Theft,10/18/13 12:55,1 Block W 25TH AV,San Mateo Police Department
13065657,Theft,10/18/13 11:27,600 Block E 4TH AV,San Mateo Police Department
13065651,Sexual Assault,10/18/13 11:13,3000 Block LOS PRADOS,San Mateo Police Department
13065623,Theft,10/18/13 9:20,1 Block BALDWIN AV,San Mateo Police Department
13065525,Theft from Vehicle,10/17/13 20:06,1 Block 2ND AV,San Mateo Police Department
13065460,Assault,10/17/13 14:06,500 Block E SANTA INEZ AV,San Mateo Police Department
13065451,Theft,10/17/13 13:31,2000 Block CHESS DR,San Mateo Police Department
13065424,Theft of Vehicle,10/17/13 11:41,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13065423,Theft,10/17/13 11:39,700 Block 2ND AV,San Mateo Police Department
13065396,Theft,10/17/13 8:53,1700 Block VISTA DEL SOL,San Mateo Police Department
13065393,Theft,10/17/13 8:49,1600 Block MC KINLEY ST,San Mateo Police Department
13065386,Theft,10/17/13 7:52,400 Block CAVANAUGH ST,San Mateo Police Department
13065385,Theft,10/17/13 7:50,900 Block PENINSULA AV,San Mateo Police Department
13065383,Theft,10/17/13 7:44,1100 Block SHOAL DR,San Mateo Police Department
13065374,Theft from Vehicle,10/17/13 6:01,300 Block N BAYSHORE BLVD,San Mateo Police Department
13065350,Theft,10/16/13 22:34,600 Block CONCAR DR,San Mateo Police Department
13065346,Theft from Vehicle,10/16/13 21:40,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13065335,Theft from Vehicle,10/16/13 20:58,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13065333,Theft from Vehicle,10/16/13 20:53,300 Block S ELLSWORTH AV,San Mateo Police Department
13065332,Theft from Vehicle,10/16/13 20:49,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13065328,Theft from Vehicle,10/16/13 20:37,1800 Block S NORFOLK ST,San Mateo Police Department
13065327,Theft from Vehicle,10/16/13 20:36,1800 Block S NORFOLK ST,San Mateo Police Department
13065326,Theft from Vehicle,10/16/13 20:35,1800 Block S NORFOLK ST,San Mateo Police Department
13065323,Theft from Vehicle,10/16/13 20:28,300 Block S ELLSWORTH AV,San Mateo Police Department
13065322,Theft from Vehicle,10/16/13 20:26,1800 Block S NORFOLK ST,San Mateo Police Department
13065320,Theft from Vehicle,10/16/13 20:09,1800 Block S NORFOLK ST,San Mateo Police Department
13065319,Theft from Vehicle,10/16/13 20:09,300 Block S ELLSWORTH AV,San Mateo Police Department
13065302,Theft from Vehicle,10/16/13 18:53,1600 Block S EL CAMINO REAL,San Mateo Police Department
13065288,Theft,10/16/13 17:47,3000 Block BRIDGEPOINTE PKY,San Mateo Police Department
13065277,Theft,10/16/13 16:36,200 Block VILLA TR,San Mateo Police Department
13065275,Assault,10/16/13 16:35,200 Block W 39TH AV,San Mateo Police Department
13065268,Theft,10/16/13 16:28,700 Block N CLAREMONT ST,San Mateo Police Department
13065250,Theft,10/16/13 15:39,1 Block LAURIE MEADOWS DR,San Mateo Police Department
13065248,Theft from Vehicle,10/16/13 15:32,1800 Block S NORFOLK ST,San Mateo Police Department
13065221,Theft,10/16/13 13:34,1600 Block VIA LAGUNA,San Mateo Police Department
13065214,Assault,10/16/13 12:41,200 Block W 39TH AV,San Mateo Police Department
13065185,Theft,10/16/13 10:40,100 Block W 25TH AV,San Mateo Police Department
13065160,Theft,10/16/13 8:48,1 Block PRAGUE ST,San Mateo Police Department
201302579,Theft,10/16/13 0:00,1 Block MANGINI WAY,Burlingame Police Department
201302581,Theft,10/16/13 0:00,200 Block LORTON AV,Burlingame Police Department
13065112,Theft from Vehicle,10/15/13 21:57,E SAILER DR,San Mateo Police Department
13065110,Theft from Vehicle,10/15/13 21:50,500 Block TILTON AV,San Mateo Police Department
13065102,Theft from Vehicle,10/15/13 20:50,500 Block N AMPHLETT BLVD,San Mateo Police Department
13065091,Theft from Vehicle,10/15/13 19:47,E SAILER DR,San Mateo Police Department
13065087,Theft from Vehicle,10/15/13 19:25,E SAILER DR,San Mateo Police Department
13065077,Theft of Vehicle,10/15/13 17:57,200 Block FRANKLIN PKY,San Mateo Police Department
13065070,Robbery,10/15/13 17:18,700 Block N SAN MATEO DR,San Mateo Police Department
13065019,Breaking & Entering,10/15/13 13:02,100 Block E 25TH AV,San Mateo Police Department
13065016,Theft,10/15/13 12:42,700 Block COLUMBIA DR,San Mateo Police Department
13065002,Sexual Assault,10/15/13 11:25,700 Block ADA ST,San Mateo Police Department
13064996,Theft from Vehicle,10/15/13 11:07,100 Block S AMPHLETT BLVD,San Mateo Police Department
86209/AR,Theft,10/15/13 8:55,2000 Block CHESS DR,San Mateo Police Department
13064964,Theft,10/15/13 8:19,1800 Block S GRANT ST,San Mateo Police Department
13064845,Sexual Assault,10/14/13 15:35,1600 Block COYOTE POINT DR,San Mateo Police Department
13064833,Theft,10/14/13 14:21,1 Block N HUMBOLDT ST,San Mateo Police Department
13064823,Theft from Vehicle,10/14/13 13:07,1000 Block PARK PL,San Mateo Police Department
13064819,Theft,10/14/13 12:18,1000 Block PARK PL,San Mateo Police Department
13064813,Theft,10/14/13 12:03,100 Block S HUMBOLDT ST,San Mateo Police Department
13064812,Theft,10/14/13 11:56,300 Block N BAYSHORE BLVD,San Mateo Police Department
13064810,Theft,10/14/13 11:52,300 Block E 39TH AV,San Mateo Police Department
13064805,Theft,10/14/13 11:34,800 Block WILMINGTON RD,San Mateo Police Department
13064793,Theft,10/14/13 10:50,800 Block WHARFSIDE RD,San Mateo Police Department
13064788,Theft,10/14/13 10:32,1 Block E 5TH AV,San Mateo Police Department
13064773,Robbery,10/14/13 9:08,100 Block E 25TH AV,San Mateo Police Department
13064767,Theft,10/14/13 8:52,500 Block N DELAWARE ST,San Mateo Police Department
13064764,Theft,10/14/13 8:47,200 Block BALDWIN AV,San Mateo Police Department
13064763,Theft,10/14/13 8:46,1 Block N EL CAMINO REAL,San Mateo Police Department
13064713,Theft,10/13/13 21:35,900 Block PENINSULA AV,San Mateo Police Department
13064687,Theft,10/13/13 18:43,800 Block S NORFOLK ST,San Mateo Police Department
13054795,Theft,9/1/13 12:33,E SAILER DR,San Mateo Police Department
13054809,Assault,9/1/13 13:58,2600 Block S DELAWARE ST,San Mateo Police Department
13054827,Theft,9/1/13 15:36,4200 Block S EL CAMINO REAL,San Mateo Police Department
13054844,Theft,9/1/13 17:22,1 Block W HILLSDALE BLVD,San Mateo Police Department
13054964,Theft,9/2/13 7:45,1900 Block S DELAWARE ST,San Mateo Police Department
13054965,Theft,9/2/13 7:59,1900 Block S DELAWARE ST,San Mateo Police Department
13054967,Theft,9/2/13 8:19,2700 Block S NORFOLK ST,San Mateo Police Department
13054970,Theft,9/2/13 8:28,1600 Block E 3RD AV,San Mateo Police Department
13054999,Robbery,9/2/13 12:03,1 Block AV &S GRANT ST,San Mateo Police Department
13055020,Theft,9/2/13 14:08,800 Block N EL CAMINO REAL,San Mateo Police Department
13055028,Theft,9/2/13 14:57,E SAILER DR,San Mateo Police Department
13055047,Theft,9/2/13 16:26,1400 Block E 3RD AV,San Mateo Police Department
13055128,Robbery,9/2/13 22:34,1300 Block W HILLSDALE BLVD,San Mateo Police Department
13055150,Theft,9/3/13 7:35,800 Block N EL CAMINO REAL,San Mateo Police Department
13055154,Theft,9/3/13 7:59,1700 Block BROOKS ST,San Mateo Police Department
13055155,Theft,9/3/13 8:03,600 Block CONCAR DR,San Mateo Police Department
13055164,Theft of Vehicle,9/3/13 9:14,1000 Block S CLAREMONT ST,San Mateo Police Department
13055193,Theft,9/3/13 11:29,400 Block BERMUDA DR,San Mateo Police Department
13055199,Theft,9/3/13 12:00,900 Block PENINSULA AV,San Mateo Police Department
13055224,Theft,9/3/13 15:16,2000 Block S DELAWARE ST,San Mateo Police Department
13055250,Theft,9/3/13 16:52,1600 Block ROBERTA DR,San Mateo Police Department
13055299,Theft,9/3/13 19:45,1 Block 13TH AV,San Mateo Police Department
13055344,Theft from Vehicle,9/3/13 23:18,2900 Block S NORFOLK ST,San Mateo Police Department
201302568,Theft,9/4/13 0:00,1400 Block BURLINGAME AV,Burlingame Police Department
13055388,Theft,9/4/13 7:51,1900 Block S DELAWARE ST,San Mateo Police Department
13055406,Theft,9/4/13 8:46,1700 Block LAKE ST,San Mateo Police Department
13055413,Theft,9/4/13 8:59,1500 Block FASHION ISLAND BLVD,San Mateo Police Department
13055414,Theft,9/4/13 9:06,900 Block CONCAR DR,San Mateo Police Department
13055436,Other Sexual Offense,9/4/13 10:59,1 Block E 5TH AV,San Mateo Police Department
13055443,Robbery,9/4/13 11:59,3500 Block S EL CAMINO REAL,San Mateo Police Department
13055470,Breaking & Entering,9/4/13 14:15,1700 Block S GRANT ST,San Mateo Police Department
13055471,Breaking & Entering,9/4/13 14:18,1700 Block S GRANT ST,San Mateo Police Department
13055477,Assault,9/4/13 14:37,700 Block BARNESON AV,San Mateo Police Department
13055482,Theft,9/4/13 15:01,2700 Block S EL CAMINO REAL,San Mateo Police Department
13055618,Breaking & Entering,9/5/13 10:06,2400 Block S DELAWARE ST,San Mateo Police Department
13055622,Theft,9/5/13 10:38,300 Block N ELLSWORTH AV,San Mateo Police Department
13055628,Theft,9/5/13 10:55,2000 Block S DELAWARE ST,San Mateo Police Department
13055634,Theft,9/5/13 12:00,E SAILER DR,San Mateo Police Department
13055670,Theft,9/5/13 14:23,E SAILER DR,San Mateo Police Department
13055732,Breaking & Entering,9/5/13 17:57,800 Block N HUMBOLDT ST,San Mateo Police Department
13055771,Breaking & Entering,9/5/13 21:45,800 Block N HUMBOLDT ST,San Mateo Police Department
13055810,Theft from Vehicle,9/6/13 1:17,2900 Block S NORFOLK ST,San Mateo Police Department
13055859,Theft,9/6/13 10:27,400 Block N IDAHO ST,San Mateo Police Department
13055876,Theft,9/6/13 12:14,3300 Block S EL CAMINO REAL,San Mateo Police Department
13055920,Theft,9/6/13 16:00,400 Block STUDIO CR,San Mateo Police Department
13055944,Theft,9/6/13 17:43,E SAILER DR,San Mateo Police Department
13056075,Theft,9/7/13 1:40,1 Block 12TH AV,San Mateo Police Department
13056151,Theft from Vehicle,9/7/13 8:54,1700 Block S NORFOLK ST,San Mateo Police Department
13056154,Theft of Vehicle,9/7/13 9:13,300 Block N BAYSHORE BLVD,San Mateo Police Department
13056169,Theft,9/7/13 10:24,1600 Block E 3RD AV,San Mateo Police Department
13056203,Sexual Assault,9/7/13 13:38,200 Block W 39TH AV,San Mateo Police Department
13056239,Theft,9/7/13 16:38,1600 Block COYOTE POINT DR,San Mateo Police Department
13056297,Robbery,9/7/13 20:43,500 Block N DELAWARE ST,San Mateo Police Department
85891/AR,Assault,9/8/13 8:49,1800 Block EL PARQUE CT,San Mateo Police Department
13056421,Assault,9/8/13 11:28,300 Block LAURIE MEADOWS DR,San Mateo Police Department
13056422,Breaking & Entering,9/8/13 11:39,2800 Block S NORFOLK ST,San Mateo Police Department
13056458,Theft,9/8/13 14:48,300 Block 2ND AV,San Mateo Police Department
13056502,Theft,9/8/13 18:23,1700 Block S DELAWARE ST,San Mateo Police Department
201302252,Vehicle Recovery,9/9/13 0:00,BAYSWATER AV & STANLEY RD,Burlingame Police Department
13056591,Theft,9/9/13 8:51,300 Block S HUMBOLDT ST,San Mateo Police Department
13056592,Theft,9/9/13 8:54,900 Block MARINERS ISLAND BLVD,San Mateo Police Department
13056599,Theft,9/9/13 9:20,100 Block S ELLSWORTH AV,San Mateo Police Department
13056603,Theft,9/9/13 9:32,2900 Block S NORFOLK ST,San Mateo Police Department
13056606,Theft,9/9/13 9:41,2000 Block S DELAWARE ST,San Mateo Police Department
13056611,Theft,9/9/13 10:00,500 Block N DELAWARE ST,San Mateo Police Department
13056614,Theft,9/9/13 10:11,DAVID ST &YATES WAY,San Mateo Police Department
13056683,Theft,9/9/13 11:24,2400 Block S DELAWARE ST,San Mateo Police Department
13056684,Theft,9/9/13 11:29,300 Block 2ND AV,San Mateo Police Department
13056718,Theft,9/9/13 11:42,300 Block LAURIE MEADOWS DR,San Mateo Police Department
13056728,Theft,9/9/13 11:45,100 Block 13TH AV,San Mateo Police Department
13056769,Theft,9/9/13 13:40,1 Block W 5TH AV,San Mateo Police Department
13056815,Theft,9/9/13 16:36,1700 Block S DELAWARE ST,San Mateo Police Department
13056824,Theft,9/9/13 17:11,100 Block DE ANZA BLVD,San Mateo Police Department
85900/AR,Theft,9/9/13 17:44,E SAILER DR,San Mateo Police Department
85899/AR,Theft,9/9/13 17:44,E SAILER DR,San Mateo Police Department
13056843,Theft,9/9/13 18:24,1500 Block LODI AV,San Mateo Police Department
13056849,Theft,9/9/13 18:58,200 Block N ELLSWORTH AV,San Mateo Police Department
201302263,Assault,9/10/13 0:00,800 Block HOWARD AV,Burlingame Police Department
201302279,Theft,9/10/13 0:00,1300 Block BURLINGAME AV,Burlingame Police Department
13057012,Sexual Assault,9/10/13 13:27,100 Block E 4TH AV,San Mateo Police Department
13057039,Theft,9/10/13 16:00,1200 Block W HILLSDALE BLVD,San Mateo Police Department
13057046,Theft,9/10/13 16:25,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13057092,Theft from Vehicle,9/10/13 19:12,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13057094,Theft from Vehicle,9/10/13 19:37,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13057100,Theft from Vehicle,9/10/13 20:01,300 Block 2ND AV,San Mateo Police Department
13057111,Theft from Vehicle,9/10/13 20:39,300 Block 2ND AV,San Mateo Police Department
13057116,Theft from Vehicle,9/10/13 21:04,1800 Block S NORFOLK ST,San Mateo Police Department
13057122,Theft from Vehicle,9/10/13 21:59,300 Block N SAN MATEO DR,San Mateo Police Department
13057155,Theft from Vehicle,9/11/13 0:29,3100 Block S EL CAMINO REAL,San Mateo Police Department
85918/AR,Assault,9/11/13 2:32,NB &SAN BRUNO AV,San Mateo Police Department
13057179,Theft,9/11/13 7:30,1 Block E 3RD AV,San Mateo Police Department
13057188,Theft,9/11/13 8:16,4100 Block GEORGE AV,San Mateo Police Department
13057298,Theft,9/11/13 16:31,200 Block N IDAHO ST,San Mateo Police Department
13057380,Theft,9/11/13 21:57,600 Block E 3RD AV,San Mateo Police Department
201302302,Theft,9/12/13 0:00,1 Block MANGINI WAY,Burlingame Police Department
13057433,Theft from Vehicle,9/12/13 4:20,300 Block S ELLSWORTH AV,San Mateo Police Department
13057452,Theft,9/12/13 8:23,700 Block N SAN MATEO DR,San Mateo Police Department
13057460,Breaking & Entering,9/12/13 9:07,100 Block W 25TH AV,San Mateo Police Department
13057464,Breaking & Entering,9/12/13 9:20,100 Block W 25TH AV,San Mateo Police Department
13057481,Breaking & Entering,9/12/13 11:10,2500 Block S EL CAMINO REAL,San Mateo Police Department
13057558,Theft,9/12/13 15:37,E SAILER DR,San Mateo Police Department
13057562,Breaking & Entering,9/12/13 15:46,1 Block W 25TH AV,San Mateo Police Department
13057576,Breaking & Entering,9/12/13 16:24,1 Block W 25TH AV,San Mateo Police Department
13057577,Theft from Vehicle,9/12/13 16:26,1900 Block J HART CLINTON DR,San Mateo Police Department
13057608,Breaking & Entering,9/12/13 18:13,100 Block W 25TH AV,San Mateo Police Department
13057613,Assault,9/12/13 18:33,2400 Block HOLLAND ST,San Mateo Police Department
201302299,Theft,9/13/13 0:00,900 Block HOWARD AV,Burlingame Police Department
13057744,Theft,9/13/13 10:34,1 Block E 3RD AV,San Mateo Police Department
13057748,Theft,9/13/13 11:08,600 Block CONCAR DR,San Mateo Police Department
13057800,Theft,9/13/13 16:01,E SAILER DR,San Mateo Police Department
13057821,Theft,9/13/13 17:19,1 Block DE SABLA RD,San Mateo Police Department
13057849,Theft from Vehicle,9/13/13 18:58,1100 Block 19TH AV,San Mateo Police Department
13057898,Theft,9/13/13 21:28,1 Block SEVILLE WAY,San Mateo Police Department
13057950,Breaking & Entering,9/14/13 0:26,1100 Block TILTON AV,San Mateo Police Department
13058023,Theft,9/14/13 13:10,4100 Block SUZIE ST,San Mateo Police Department
13058036,Theft,9/14/13 14:56,E SAILER DR,San Mateo Police Department
13058112,Theft,9/14/13 20:28,1 Block SEVILLE WAY,San Mateo Police Department
13058191,Theft,9/15/13 2:10,600 Block E 3RD AV,San Mateo Police Department
13058230,Breaking & Entering,9/15/13 10:40,1000 Block E 4TH AV,San Mateo Police Department
13058269,Theft from Vehicle,9/15/13 14:35,1 Block 26TH PL,San Mateo Police Department
13058450,Theft,9/16/13 10:36,400 Block TILTON AV,San Mateo Police Department
13058453,Theft,9/16/13 10:49,1100 Block MONTE DIABLO AV,San Mateo Police Department
13058471,Theft,9/16/13 12:22,800 Block S NORFOLK ST,San Mateo Police Department
13058497,Theft,9/16/13 14:16,E 5TH AV &S DELAWARE ST,San Mateo Police Department
13058500,Breaking & Entering,9/16/13 14:55,2300 Block S NORFOLK ST,San Mateo Police Department
13058505,Theft,9/16/13 15:14,1200 Block S EL CAMINO REAL,San Mateo Police Department
13058512,Theft,9/16/13 15:39,1 Block N ELLSWORTH AV,San Mateo Police Department
13058523,Robbery,9/16/13 16:22,700 Block MONTE DIABLO AV,San Mateo Police Department
13058534,Theft,9/16/13 17:30,1500 Block S CLAREMONT ST,San Mateo Police Department
13058583,Theft from Vehicle,9/16/13 21:36,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
201302736,Theft,9/17/13 0:00,1 Block CALIFORNIA DR,Burlingame Police Department
201302430,Theft,9/17/13 0:00,1 Block MANGINI WAY,Burlingame Police Department
13058726,Assault,9/17/13 15:14,3100 Block DEL MONTE ST,San Mateo Police Department
13058737,Theft,9/17/13 15:55,2100 Block PALM AV,San Mateo Police Department
13058739,Theft,9/17/13 15:59,500 Block S IDAHO ST,San Mateo Police Department
13058741,Theft,9/17/13 16:03,1 Block W 5TH AV,San Mateo Police Department
13058745,Theft,9/17/13 16:08,1700 Block W HILLSDALE BLVD,San Mateo Police Department
