Identifier,Crime Type,Date/Time,Address,Agency
14010583,Theft,2/16/14 14:37,1300 Block VERNON TR,San Mateo Police Department
14010607,Theft of Vehicle,2/16/14 16:13,400 Block BERMUDA DR,San Mateo Police Department
14010665,Theft,2/16/14 21:58,200 Block S B ST,San Mateo Police Department
14010717,Theft from Vehicle,2/17/14 8:18,N AMPHLETT BLVD &CYPRESS AV,San Mateo Police Department
14010856,Theft,2/17/14 20:00,900 Block S B ST,San Mateo Police Department
14010860,Theft,2/17/14 20:12,2000 Block ALAMEDA DE LAS PULGAS,San Mateo Police Department
14010861,Theft,2/17/14 20:14,200 Block VIRGINIA AV,San Mateo Police Department
14010862,Theft from Vehicle,2/17/14 20:16,100 Block N EL CAMINO REAL,San Mateo Police Department
14010866,Theft,2/17/14 20:25,1500 Block ROBERTA DR,San Mateo Police Department
14010878,Theft,2/17/14 20:47,600 Block PROSPECT ROW,San Mateo Police Department
14010881,Theft,2/17/14 20:53,100 Block W 3RD AV,San Mateo Police Department
14010883,Theft,2/17/14 20:58,500 Block FIESTA DR,San Mateo Police Department
14010962,Breaking & Entering,2/18/14 9:03,500 Block CORNELL AV,San Mateo Police Department
14011031,Breaking & Entering,2/18/14 16:20,100 Block DARTMOUTH RD,San Mateo Police Department
14011062,Theft,2/18/14 18:32,100 Block CRYSTAL SPRINGS RD,San Mateo Police Department
14011072,Theft,2/18/14 19:31,200 Block S DELAWARE ST,San Mateo Police Department
14011094,Theft,2/18/14 21:08,200 Block S B ST,San Mateo Police Department
14011175,Other Sexual Offense,2/19/14 8:47,100 Block 24TH AV,San Mateo Police Department
14011183,Theft from Vehicle,2/19/14 9:28,1000 Block COLLEGE AV,San Mateo Police Department
14011199,Theft from Vehicle,2/19/14 10:55,E SANTA INEZ AV &N IDAHO ST,San Mateo Police Department
14011218,Theft,2/19/14 12:15,1 Block AVILA RD,San Mateo Police Department
14011221,Theft,2/19/14 12:34,1800 Block KEHOE AV,San Mateo Police Department
14011260,Theft,2/19/14 15:09,800 Block N DELAWARE ST,San Mateo Police Department
14011319,Theft,2/19/14 18:10,300 Block S EL CAMINO REAL,San Mateo Police Department
14011322,Theft of Vehicle,2/19/14 18:39,500 Block N SAN MATEO DR,San Mateo Police Department
14011387,Theft,2/20/14 1:05,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
14011420,Breaking & Entering,2/20/14 6:18,800 Block S B ST,San Mateo Police Department
14011422,Theft from Vehicle,2/20/14 7:32,200 Block STATE ST,San Mateo Police Department
14011424,Theft from Vehicle,2/20/14 7:53,600 Block WOODSIDE WAY,San Mateo Police Department
14011427,Breaking & Entering,2/20/14 8:05,800 Block E SANTA INEZ AV,San Mateo Police Department
14011429,Theft,2/20/14 8:13,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
14011431,Theft of Vehicle,2/20/14 8:17,100 Block N ELDORADO ST,San Mateo Police Department
14011433,Theft from Vehicle,2/20/14 8:22,200 Block STATE ST,San Mateo Police Department
14011444,Theft from Vehicle,2/20/14 9:16,600 Block WOODSIDE WAY,San Mateo Police Department
14011473,Robbery,2/20/14 11:52,N SAN MATEO DR &BALDWIN AV,San Mateo Police Department
14011484,Theft,2/20/14 12:46,200 Block S B ST,San Mateo Police Department
14011508,Theft,2/20/14 15:53,1200 Block PALM AV,San Mateo Police Department
14011521,Theft from Vehicle,2/20/14 16:31,400 Block N AMPHLETT BLVD,San Mateo Police Department
14011536,Breaking & Entering,2/20/14 17:21,2200 Block VISTA DEL MAR,San Mateo Police Department
14011542,Theft,2/20/14 17:40,800 Block HIGHLAND AV,San Mateo Police Department
14011543,Theft from Vehicle,2/20/14 17:40,1 Block W 4TH AV,San Mateo Police Department
14011567,Theft,2/20/14 19:34,800 Block N IDAHO ST,San Mateo Police Department
14011568,Theft,2/20/14 19:36,100 Block N B ST,San Mateo Police Department
14000066,Theft,1/1/14 7:18,1 Block 13TH AV,San Mateo Police Department
14000076,Theft of Vehicle,1/1/14 9:07,300 Block VILLA TR,San Mateo Police Department
14000101,Theft from Vehicle,1/1/14 13:42,ANCHOR RD &J HART CLINTON DR,San Mateo Police Department
14000119,Theft from Vehicle,1/1/14 14:47,1 Block 2ND AV,San Mateo Police Department
14000244,Theft,1/2/14 8:07,1900 Block OFARRELL ST,San Mateo Police Department
14000277,Breaking & Entering,1/2/14 11:56,600 Block E SANTA INEZ AV,San Mateo Police Department
14000292,Theft,1/2/14 13:32,800 Block S NORFOLK ST,San Mateo Police Department
14000314,Theft of Vehicle,1/2/14 15:39,100 Block E SANTA INEZ AV,San Mateo Police Department
14000327,Theft,1/2/14 16:48,1300 Block S GRANT ST,San Mateo Police Department
14000331,Breaking & Entering,1/2/14 17:20,1400 Block CARY AV,San Mateo Police Department
14000458,Breaking & Entering,1/3/14 9:16,1900 Block BRIDGEPOINTE CR,San Mateo Police Department
14000509,Theft,1/3/14 14:02,100 Block S HUMBOLDT ST,San Mateo Police Department
14000538,Theft of Vehicle,1/3/14 16:26,500 Block S AMPHLETT BLVD,San Mateo Police Department
14000665,Theft from Vehicle,1/4/14 0:38,1800 Block S NORFOLK ST,San Mateo Police Department
14000699,Robbery,1/4/14 6:58,2900 Block S NORFOLK ST,San Mateo Police Department
14000704,Theft,1/4/14 7:29,500 Block S HUMBOLDT ST,San Mateo Police Department
14000848,Theft,1/4/14 20:42,900 Block E 4TH AV,San Mateo Police Department
14000977,Theft of Vehicle,1/5/14 13:53,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
14001005,Sexual Assault,1/5/14 16:29,900 Block N HUMBOLDT ST,San Mateo Police Department
14001025,Breaking & Entering,1/5/14 17:26,400 Block S NORFOLK ST,San Mateo Police Department
14001043,Assault,1/5/14 18:50,1600 Block PALM AV,San Mateo Police Department
14001108,Theft,1/6/14 8:08,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
14001118,Theft,1/6/14 9:16,400 Block PARROTT DR,San Mateo Police Department
14001119,Theft,1/6/14 9:18,100 Block 13TH AV,San Mateo Police Department
14001122,Theft,1/6/14 9:31,200 Block ELM ST,San Mateo Police Department
14001125,Theft,1/6/14 9:34,100 Block ELM ST,San Mateo Police Department
14001136,Theft,1/6/14 10:12,1 Block DE SABLA RD,San Mateo Police Department
14001141,Theft,1/6/14 10:26,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
14001156,Theft,1/6/14 12:00,300 Block N EL CAMINO REAL,San Mateo Police Department
14001161,Theft,1/6/14 12:15,800 Block N SAN MATEO DR,San Mateo Police Department
14001164,Theft,1/6/14 12:23,1500 Block ECHO AV,San Mateo Police Department
14001168,Theft,1/6/14 12:44,800 Block N EL CAMINO REAL,San Mateo Police Department
14001245,Theft from Vehicle,1/6/14 19:31,700 Block N CLAREMONT ST,San Mateo Police Department
14001257,Theft from Vehicle,1/6/14 21:11,1800 Block S GRANT ST,San Mateo Police Department
14001324,Theft,1/7/14 7:26,600 Block S FREMONT ST,San Mateo Police Department
14001326,Theft,1/7/14 7:29,100 Block ELM ST,San Mateo Police Department
14001367,Breaking & Entering,1/7/14 10:51,600 Block S HUMBOLDT ST,San Mateo Police Department
14001511,Theft from Vehicle,1/8/14 0:32,2900 Block S NORFOLK ST,San Mateo Police Department
14001527,Theft,1/8/14 7:34,500 Block S EL CAMINO REAL,San Mateo Police Department
14001529,Theft,1/8/14 7:39,100 Block 14TH AV,San Mateo Police Department
14001597,Theft of Vehicle,1/8/14 15:15,2000 Block HARDING AV,San Mateo Police Department
14001604,Breaking & Entering,1/8/14 15:41,1 Block DE SABLA RD,San Mateo Police Department
14001655,Breaking & Entering,1/8/14 18:01,1500 Block 2ND AV,San Mateo Police Department
14001729,Theft,1/8/14 22:56,1600 Block S EL CAMINO REAL,San Mateo Police Department
14001749,Theft,1/9/14 3:19,2900 Block S NORFOLK ST,San Mateo Police Department
14001780,Theft,1/9/14 9:15,200 Block IRVING ST,San Mateo Police Department
14001791,Theft,1/9/14 10:45,1 Block AV &S RAILROAD AV,San Mateo Police Department
14001862,Breaking & Entering,1/9/14 16:22,800 Block N HUMBOLDT ST,San Mateo Police Department
14002027,Breaking & Entering,1/10/14 7:52,1 Block WATERS PARK DR,San Mateo Police Department
14002059,Theft,1/10/14 10:35,1 Block BOVET RD,San Mateo Police Department
14002157,Theft of Vehicle,1/10/14 17:42,BAYWOOD AV &S EL CAMINO REAL,San Mateo Police Department
14002188,Theft,1/10/14 20:18,1600 Block S EL CAMINO REAL,San Mateo Police Department
14002189,Theft,1/10/14 20:23,1 Block JODY CT,San Mateo Police Department
14002225,Theft,1/10/14 22:05,400 Block E SANTA INEZ AV,San Mateo Police Department
14002317,Breaking & Entering,1/11/14 9:02,2400 Block S EL CAMINO REAL,San Mateo Police Department
14002320,Theft from Vehicle,1/11/14 9:16,100 Block E SANTA INEZ AV,San Mateo Police Department
14002332,Theft from Vehicle,1/11/14 10:53,1 Block N DELAWARE ST,San Mateo Police Department
201302710,Theft,11/1/13 0:00,1300 Block BURLINGAME AV,Burlingame Police Department
13068902,Theft,11/1/13 0:00,300 Block BALDWIN AV,San Mateo Police Department
13068925,Theft of Vehicle,11/1/13 4:34,3200 Block CASA DE CAMPO,San Mateo Police Department
13068933,Theft of Vehicle,11/1/13 7:24,1100 Block CYPRESS AV,San Mateo Police Department
13068939,Theft from Vehicle,11/1/13 8:24,1600 Block S GRANT ST,San Mateo Police Department
13068952,Theft,11/1/13 10:14,1 Block BALDWIN AV,San Mateo Police Department
13068956,Breaking & Entering,11/1/13 11:05,2700 Block S NORFOLK ST,San Mateo Police Department
13068957,Theft,11/1/13 11:08,800 Block N HUMBOLDT ST,San Mateo Police Department
13068980,Theft,11/1/13 13:52,1200 Block MONTE DIABLO AV,San Mateo Police Department
13069022,Theft,11/1/13 17:13,400 Block N AMPHLETT BLVD,San Mateo Police Department
13069032,Theft,11/1/13 17:54,1700 Block S AMPHLETT BLVD,San Mateo Police Department
13069118,Theft from Vehicle,11/1/13 22:44,300 Block S ELLSWORTH AV,San Mateo Police Department
13069247,Theft,11/2/13 16:08,1700 Block S AMPHLETT BLVD,San Mateo Police Department
13069491,Theft of Vehicle,11/3/13 15:43,E 3RD AV &S SAN MATEO DR,San Mateo Police Department
13069493,Theft from Vehicle,11/3/13 16:03,1600 Block COYOTE POINT DR,San Mateo Police Department
13069502,Theft,11/3/13 17:29,1 Block BOVET RD,San Mateo Police Department
201302731,Assault,11/4/13 0:00,1000 Block EL CAMINO REAL,Burlingame Police Department
13069581,Theft,11/4/13 9:00,1 Block E 3RD AV,San Mateo Police Department
13069588,Theft,11/4/13 9:21,2400 Block S DELAWARE ST,San Mateo Police Department
13069589,Theft,11/4/13 9:24,E SAILER DR,San Mateo Police Department
13069631,Theft,11/4/13 11:35,2400 Block S DELAWARE ST,San Mateo Police Department
13069634,Assault,11/4/13 11:40,1700 Block W HILLSDALE BLVD,San Mateo Police Department
13069635,Theft,11/4/13 11:51,100 Block N HUMBOLDT ST,San Mateo Police Department
13069636,Breaking & Entering,11/4/13 11:58,2200 Block S DELAWARE ST,San Mateo Police Department
13069656,Theft,11/4/13 13:49,100 Block 11TH AV,San Mateo Police Department
13069658,Theft,11/4/13 13:50,100 Block S GRANT ST,San Mateo Police Department
13069663,Theft,11/4/13 14:03,700 Block TULANE CT,San Mateo Police Department
13069675,Theft,11/4/13 15:24,100 Block 2ND AV,San Mateo Police Department
13069705,Theft from Vehicle,11/4/13 17:39,W 20TH AV &STRATFORD WAY,San Mateo Police Department
13069714,Theft of Vehicle,11/4/13 18:39,200 Block W 39TH AV,San Mateo Police Department
13069800,Theft of Vehicle,11/5/13 7:09,100 Block N BAYSHORE BLVD,San Mateo Police Department
13069807,Theft,11/5/13 7:55,200 Block S ELLSWORTH AV,San Mateo Police Department
13069821,Theft,11/5/13 9:24,900 Block MARINERS ISLAND BLVD,San Mateo Police Department
13069849,Theft,11/5/13 11:27,100 Block N KINGSTON ST,San Mateo Police Department
13069853,Theft,11/5/13 11:39,900 Block PENINSULA AV,San Mateo Police Department
13069858,Theft of Vehicle,11/5/13 12:13,4200 Block S EL CAMINO REAL,San Mateo Police Department
13069896,Theft from Vehicle,11/5/13 15:21,1 Block E 5TH AV,San Mateo Police Department
13069903,Theft,11/5/13 15:46,3500 Block S EL CAMINO REAL,San Mateo Police Department
13069957,Theft from Vehicle,11/5/13 19:16,500 Block E SANTA INEZ AV,San Mateo Police Department
201302747,Theft,11/6/13 0:00,700 Block ACACIA DR,Burlingame Police Department
13070075,Theft,11/6/13 12:08,1700 Block W HILLSDALE BLVD,San Mateo Police Department
13070090,Theft from Vehicle,11/6/13 12:49,1 Block 2ND AV,San Mateo Police Department
13070094,Theft,11/6/13 13:00,1 Block 2ND AV,San Mateo Police Department
13070096,Theft,11/6/13 13:05,1 Block S SAN MATEO DR,San Mateo Police Department
13070101,Theft from Vehicle,11/6/13 13:13,300 Block 2ND AV,San Mateo Police Department
13070121,Theft from Vehicle,11/6/13 14:50,300 Block 2ND AV,San Mateo Police Department
13070122,Theft from Vehicle,11/6/13 14:51,300 Block 2ND AV,San Mateo Police Department
13070131,Theft from Vehicle,11/6/13 15:38,1700 Block ADAMS ST,San Mateo Police Department
13070169,Theft from Vehicle,11/6/13 18:17,ANCHOR RD &J HART CLINTON DR,San Mateo Police Department
13070185,Theft from Vehicle,11/6/13 19:50,1800 Block S GRANT ST,San Mateo Police Department
13070214,Theft of Vehicle,11/6/13 23:29,200 Block HURON AV,San Mateo Police Department
13070241,Theft,11/7/13 7:23,2400 Block S DELAWARE ST,San Mateo Police Department
13070294,Breaking & Entering,11/7/13 11:12,1400 Block YEW ST,San Mateo Police Department
13070305,Theft,11/7/13 12:06,1700 Block S DELAWARE ST,San Mateo Police Department
13070355,Theft,11/7/13 15:51,500 Block W POPLAR AV,San Mateo Police Department
13070375,Theft,11/7/13 17:32,1 Block BOVET RD,San Mateo Police Department
13070436,Theft of Vehicle,11/7/13 22:04,2800 Block S EL CAMINO REAL,San Mateo Police Department
13070442,Theft from Vehicle,11/7/13 22:25,300 Block 2ND AV,San Mateo Police Department
201302770,Theft,11/8/13 0:00,400 Block EL CAMINO REAL,Burlingame Police Department
13070512,Theft,11/8/13 10:19,2900 Block S NORFOLK ST,San Mateo Police Department
13070544,Theft from Vehicle,11/8/13 13:43,2000 Block WINWARD WAY,San Mateo Police Department
13070547,Theft,11/8/13 14:00,1900 Block VISTA DEL MAR,San Mateo Police Department
13070593,Theft,11/8/13 16:51,600 Block CONCAR DR,San Mateo Police Department
13070697,Breaking & Entering,11/8/13 22:39,100 Block CASTILIAN WAY,San Mateo Police Department
13070718,Breaking & Entering,11/8/13 23:36,300 Block SONORA DR,San Mateo Police Department
13070733,Robbery,11/9/13 0:40,500 Block E HILLSDALE CT,San Mateo Police Department
13070774,Theft,11/9/13 9:53,400 Block N EL CAMINO REAL,San Mateo Police Department
13070776,Theft,11/9/13 9:55,1100 Block PARK PL,San Mateo Police Department
13070778,Theft,11/9/13 10:04,800 Block INDIAN AV,San Mateo Police Department
13070779,Theft,11/9/13 10:08,400 Block N EL CAMINO REAL,San Mateo Police Department
13070780,Theft,11/9/13 10:13,900 Block S B ST,San Mateo Police Department
13070786,Breaking & Entering,11/9/13 10:37,400 Block N BAYSHORE BLVD,San Mateo Police Department
201302792,Assault,11/10/13 0:00,1000 Block EL CAMINO REAL,Burlingame Police Department
201302796,Theft,11/10/13 0:00,1200 Block BURLINGAME AV,Burlingame Police Department
13070956,Theft,11/10/13 0:52,1000 Block PARK PL,San Mateo Police Department
13070984,Theft,11/10/13 3:47,400 Block E HILLSDALE BLVD,San Mateo Police Department
13071012,Theft of Vehicle,11/10/13 10:52,1200 Block S NORFOLK ST,San Mateo Police Department
13071188,Theft,11/11/13 7:59,3100 Block DEL MONTE ST,San Mateo Police Department
13071192,Theft,11/11/13 8:11,E SAILER DR,San Mateo Police Department
13071196,Theft,11/11/13 8:28,E SAILER DR,San Mateo Police Department
13071197,Theft,11/11/13 8:29,400 Block E 16TH AV,San Mateo Police Department
13071200,Theft,11/11/13 8:44,100 Block S B ST,San Mateo Police Department
201302811,Theft,11/12/13 0:00,400 Block PRIMROSE RD,Burlingame Police Department
13071400,Theft of Vehicle,11/12/13 6:56,2300 Block KEHOE AV,San Mateo Police Department
13071406,Theft,11/12/13 7:37,200 Block GRAMERCY DR,San Mateo Police Department
13071465,Theft,11/12/13 12:18,100 Block S QUEBEC ST,San Mateo Police Department
13071490,Theft,11/12/13 14:12,800 Block WHARFSIDE RD,San Mateo Police Department
13071500,Theft,11/12/13 14:50,200 Block GRAND BLVD,San Mateo Police Department
13071524,Theft from Vehicle,11/12/13 16:03,1700 Block ADAMS ST,San Mateo Police Department
13071592,Assault,11/12/13 22:02,1800 Block NEWBRIDGE AV,San Mateo Police Department
13071603,Theft from Vehicle,11/12/13 23:06,200 Block E 4TH AV,San Mateo Police Department
13071668,Theft from Vehicle,11/13/13 8:14,600 Block S GRANT ST,San Mateo Police Department
13071671,Theft,11/13/13 8:25,3100 Block CASA DE CAMPO,San Mateo Police Department
13071677,Theft,11/13/13 8:47,1 Block S SAN MATEO DR,San Mateo Police Department
13071704,Theft from Vehicle,11/13/13 10:52,1200 Block DORE AV,San Mateo Police Department
13071715,Theft,11/13/13 11:43,1 Block E 4TH AV,San Mateo Police Department
13071731,Robbery,11/13/13 13:20,300 Block S DELAWARE ST,San Mateo Police Department
13071736,Theft of Vehicle,11/13/13 13:46,100 Block E 25TH AV,San Mateo Police Department
13071748,Theft,11/13/13 14:30,1 Block TILTON TR,San Mateo Police Department
13071765,Theft,11/13/13 16:28,2100 Block STRATFORD WAY,San Mateo Police Department
13071799,Theft,11/13/13 19:09,200 Block E HILLSDALE BLVD,San Mateo Police Department
13071831,Assault,11/13/13 22:04,1400 Block QUEENS AV,San Mateo Police Department
13071921,Theft,11/14/13 9:10,1 Block S B ST,San Mateo Police Department
13071977,Theft,11/14/13 14:05,800 Block MURPHY DR,San Mateo Police Department
13071980,Theft,11/14/13 14:07,300 Block S B ST,San Mateo Police Department
13071992,Other Sexual Offense,11/14/13 14:41,1700 Block S GRANT ST,San Mateo Police Department
13072028,Theft,11/14/13 16:29,1000 Block S RAILROAD AV,San Mateo Police Department
13072050,Theft from Vehicle,11/14/13 18:13,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13072054,Theft from Vehicle,11/14/13 18:22,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13072055,Theft from Vehicle,11/14/13 18:24,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13072058,Theft from Vehicle,11/14/13 18:27,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13072064,Theft from Vehicle,11/14/13 18:39,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13072066,Theft from Vehicle,11/14/13 18:46,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13072073,Theft from Vehicle,11/14/13 19:33,500 Block S EL CAMINO REAL,San Mateo Police Department
13072080,Theft,11/14/13 20:12,1 Block BOVET RD,San Mateo Police Department
13072220,Theft,11/15/13 11:56,1700 Block HEMLOCK AV,San Mateo Police Department
13072223,Theft,11/15/13 12:07,500 Block N EL CAMINO REAL,San Mateo Police Department
13072266,Assault,11/15/13 15:41,400 Block BARNESON AV,San Mateo Police Department
13072297,Breaking & Entering,11/15/13 17:45,800 Block S HUMBOLDT ST,San Mateo Police Department
13072299,Theft,11/15/13 17:59,600 Block CONCAR DR,San Mateo Police Department
13072319,Theft,11/15/13 20:09,E SAILER DR,San Mateo Police Department
13072411,Assault,11/16/13 9:37,400 Block BARNESON AV,San Mateo Police Department
13072514,Theft,11/16/13 18:57,800 Block HIGHLAND AV,San Mateo Police Department
13072655,Theft,11/17/13 7:32,1500 Block S NORFOLK ST,San Mateo Police Department
13072770,Theft from Vehicle,11/17/13 20:51,100 Block E 4TH AV,San Mateo Police Department
86506/AR,Theft,11/18/13 7:55,2000 Block CHESS DR,San Mateo Police Department
13072838,Theft from Vehicle,11/18/13 8:22,600 Block CYPRESS AV,San Mateo Police Department
13072852,Theft from Vehicle,11/18/13 9:39,1700 Block COYOTE POINT DR,San Mateo Police Department
13072859,Theft,11/18/13 10:14,300 Block FRANKLIN ST,San Mateo Police Department
13072884,Theft of Vehicle,11/18/13 12:26,100 Block N HUMBOLDT ST,San Mateo Police Department
13072893,Assault,11/18/13 13:25,2700 Block S NORFOLK ST,San Mateo Police Department
13072912,Robbery,11/18/13 15:31,1 Block E 5TH AV,San Mateo Police Department
13072935,Theft from Vehicle,11/18/13 17:45,300 Block S ELLSWORTH AV,San Mateo Police Department
13072957,Theft from Vehicle,11/18/13 20:01,800 Block N DELAWARE ST,San Mateo Police Department
13073037,Theft,11/19/13 8:09,1 Block CRYSTAL SPRINGS RD,San Mateo Police Department
13073038,Theft,11/19/13 8:12,1000 Block S GRANT ST,San Mateo Police Department
86509/AR,Assault,11/19/13 8:15,600 Block S EL CAMINO REAL,San Mateo Police Department
13073063,Theft,11/19/13 10:57,E SAILER DR,San Mateo Police Department
13073101,Theft,11/19/13 14:01,500 Block S EL CAMINO REAL,San Mateo Police Department
13073105,Theft,11/19/13 14:04,700 Block MONTE DIABLO AV,San Mateo Police Department
13073106,Theft from Vehicle,11/19/13 14:05,2000 Block CHESS DR,San Mateo Police Department
13073107,Theft,11/19/13 14:07,1 Block E 3RD AV,San Mateo Police Department
13073112,Theft,11/19/13 14:11,1700 Block S AMPHLETT BLVD,San Mateo Police Department
13073113,Theft,11/19/13 14:12,1500 Block S NORFOLK ST,San Mateo Police Department
13073120,Theft,11/19/13 14:29,800 Block PROSPECT ROW,San Mateo Police Department
13073123,Theft,11/19/13 14:32,800 Block INDIAN AV,San Mateo Police Department
13073176,Theft from Vehicle,11/19/13 19:41,1 Block BOVET RD,San Mateo Police Department
86512/AR,Breaking & Entering,11/20/13 0:24,E SAILER DR,San Mateo Police Department
86513/AR,Breaking & Entering,11/20/13 0:24,E SAILER DR,San Mateo Police Department
13073223,Theft from Vehicle,11/20/13 8:13,1500 Block YORK AV,San Mateo Police Department
13073224,Theft,11/20/13 8:19,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13073226,Theft,11/20/13 8:22,900 Block ALAMEDA DE LAS PULGAS,San Mateo Police Department
86517/AR,Breaking & Entering,11/20/13 9:06,100 Block HOBART AV,San Mateo Police Department
86516/AR,Breaking & Entering,11/20/13 9:06,100 Block HOBART AV,San Mateo Police Department
13073302,Sexual Assault,11/20/13 14:51,500 Block CASTILIAN WAY,San Mateo Police Department
13073367,Theft from Vehicle,11/20/13 20:41,1800 Block S NORFOLK ST,San Mateo Police Department
13073375,Theft from Vehicle,11/20/13 21:15,1800 Block S NORFOLK ST,San Mateo Police Department
13073437,Theft from Vehicle,11/21/13 7:13,1600 Block ROBERTA DR,San Mateo Police Department
13073438,Theft from Vehicle,11/21/13 7:33,1600 Block WELLESLEY AV,San Mateo Police Department
13073485,Theft,11/21/13 12:02,600 Block COSTA RICA AV,San Mateo Police Department
13073487,Theft,11/21/13 12:05,300 Block 2ND AV,San Mateo Police Department
13073495,Theft,11/21/13 12:21,3100 Block DEL MONTE ST,San Mateo Police Department
13073500,Theft,11/21/13 12:34,S ELDORADO ST &E 4TH AV,San Mateo Police Department
13073505,Theft,11/21/13 13:08,100 Block DE ANZA BLVD,San Mateo Police Department
13073526,Theft from Vehicle,11/21/13 15:29,900 Block S EL CAMINO REAL,San Mateo Police Department
13073550,Theft from Vehicle,11/21/13 17:05,N ELLSWORTH AV &E SANTA INEZ AV,San Mateo Police Department
13073563,Theft from Vehicle,11/21/13 18:10,2000 Block CHESS DR,San Mateo Police Department
13073565,Theft from Vehicle,11/21/13 18:12,2200 Block BRIDGEPOINTE PKY,San Mateo Police Department
13073690,Theft,11/22/13 9:33,600 Block OREGON AV,San Mateo Police Department
13073734,Theft,11/22/13 13:44,E SAILER DR,San Mateo Police Department
13073789,Theft,11/22/13 17:53,600 Block CONCAR DR,San Mateo Police Department
13073790,Theft,11/22/13 17:59,400 Block S NORFOLK ST,San Mateo Police Department
201302924,Theft,11/23/13 0:00,1300 Block BURLINGAME AV,Burlingame Police Department
13073924,Theft,11/23/13 7:26,1700 Block PIERCE ST,San Mateo Police Department
13073964,Theft,11/23/13 12:23,1000 Block PARK PL,San Mateo Police Department
13074012,Breaking & Entering,11/23/13 17:17,1 Block CLARK DR,San Mateo Police Department
13074015,Theft,11/23/13 17:42,3600 Block S EL CAMINO REAL,San Mateo Police Department
13074061,Theft,11/23/13 20:45,E SAILER DR,San Mateo Police Department
13074140,Theft,11/24/13 7:31,100 Block W 25TH AV,San Mateo Police Department
13074159,Theft,11/24/13 11:26,1700 Block S DELAWARE ST,San Mateo Police Department
13074347,Theft,11/25/13 8:42,2200 Block KENT ST,San Mateo Police Department
13074352,Theft,11/25/13 8:48,3100 Block CASA DE CAMPO,San Mateo Police Department
13074359,Theft,11/25/13 8:57,1 Block W 5TH AV,San Mateo Police Department
13074416,Breaking & Entering,11/25/13 14:06,1500 Block LAGO ST,San Mateo Police Department
13074418,Other Sexual Offense,11/25/13 14:15,FASHION ISLAND BLVD &S NORFOLK ST,San Mateo Police Department
13074429,Theft,11/25/13 15:23,1800 Block S GRANT ST,San Mateo Police Department
201302951,Theft,11/26/13 0:00,1400 Block HOWARD AV,Burlingame Police Department
13074625,Theft from Vehicle,11/26/13 14:06,4200 Block S EL CAMINO REAL,San Mateo Police Department
13074627,Theft from Vehicle,11/26/13 14:14,2900 Block S NORFOLK ST,San Mateo Police Department
13074660,Assault,11/26/13 16:04,1 Block AV &S DELAWARE ST,San Mateo Police Department
13074672,Theft,11/26/13 16:48,500 Block E HILLSDALE CT,San Mateo Police Department
13074681,Theft,11/26/13 18:14,1500 Block OAK ST,San Mateo Police Department
13074683,Robbery,11/26/13 18:18,1 Block E 5TH AV,San Mateo Police Department
13074752,Robbery,11/27/13 2:35,1900 Block S DELAWARE ST,San Mateo Police Department
13074811,Breaking & Entering,11/27/13 11:54,400 Block E SANTA INEZ AV,San Mateo Police Department
13074828,Theft of Vehicle,11/27/13 13:11,3000 Block LOS PRADOS,San Mateo Police Department
13074831,Breaking & Entering,11/27/13 13:45,1500 Block DAY AV,San Mateo Police Department
13074838,Theft from Vehicle,11/27/13 14:25,400 Block S SAN MATEO DR,San Mateo Police Department
13074895,Theft,11/27/13 20:13,1 Block DE SABLA RD,San Mateo Police Department
13075008,Breaking & Entering,11/28/13 13:39,2800 Block S NORFOLK ST,San Mateo Police Department
13075048,Theft,11/28/13 18:01,1700 Block S DELAWARE ST,San Mateo Police Department
13075073,Theft from Vehicle,11/28/13 20:26,300 Block S ELLSWORTH AV,San Mateo Police Department
13075096,Assault,11/28/13 22:10,200 Block N CLAREMONT ST,San Mateo Police Department
13075099,Theft,11/28/13 22:29,1700 Block S DELAWARE ST,San Mateo Police Department
13075101,Robbery,11/28/13 22:42,900 Block S EL CAMINO REAL,San Mateo Police Department
13075103,Assault,11/28/13 22:43,1400 Block PALM AV,San Mateo Police Department
13075200,Theft from Vehicle,11/29/13 13:47,1600 Block COYOTE POINT DR,San Mateo Police Department
13075238,Theft,11/29/13 17:26,E SAILER DR,San Mateo Police Department
13075260,Theft from Vehicle,11/29/13 19:55,1 Block 2ND AV,San Mateo Police Department
13075354,Breaking & Entering,11/30/13 10:21,100 Block W 25TH AV,San Mateo Police Department
13075358,Theft from Vehicle,11/30/13 10:52,1500 Block HEMLOCK AV,San Mateo Police Department
13075380,Theft from Vehicle,11/30/13 13:16,1900 Block J HART CLINTON DR,San Mateo Police Department
13075402,Theft,11/30/13 15:19,1700 Block S DELAWARE ST,San Mateo Police Department
13075423,Theft,11/30/13 17:34,800 Block S GRANT ST,San Mateo Police Department
